"N","Time","avg(X)","avg(Y)","avg(Z)","avg(id)","avg(melt_CaO)","avg(melt_FeO)","avg(melt_MgO)","avg(melt_SiO2)","avg(melt_presence)","avg(peridotite)","avg(porosity)","avg(residue_CaO)","avg(residue_FeO)","avg(residue_MgO)","avg(residue_SiO2)","avg(vtkOriginalPointIds)","max(X)","max(Y)","max(Z)","max(id)","max(melt_CaO)","max(melt_FeO)","max(melt_MgO)","max(melt_SiO2)","max(melt_presence)","max(peridotite)","max(porosity)","max(residue_CaO)","max(residue_FeO)","max(residue_MgO)","max(residue_SiO2)","max(vtkOriginalPointIds)","med(X)","med(Y)","med(Z)","med(id)","med(melt_CaO)","med(melt_FeO)","med(melt_MgO)","med(melt_SiO2)","med(melt_presence)","med(peridotite)","med(porosity)","med(residue_CaO)","med(residue_FeO)","med(residue_MgO)","med(residue_SiO2)","med(vtkOriginalPointIds)","min(X)","min(Y)","min(Z)","min(id)","min(melt_CaO)","min(melt_FeO)","min(melt_MgO)","min(melt_SiO2)","min(melt_presence)","min(peridotite)","min(porosity)","min(residue_CaO)","min(residue_FeO)","min(residue_MgO)","min(residue_SiO2)","min(vtkOriginalPointIds)","q1(X)","q1(Y)","q1(Z)","q1(id)","q1(melt_CaO)","q1(melt_FeO)","q1(melt_MgO)","q1(melt_SiO2)","q1(melt_presence)","q1(peridotite)","q1(porosity)","q1(residue_CaO)","q1(residue_FeO)","q1(residue_MgO)","q1(residue_SiO2)","q1(vtkOriginalPointIds)","q3(X)","q3(Y)","q3(Z)","q3(id)","q3(melt_CaO)","q3(melt_FeO)","q3(melt_MgO)","q3(melt_SiO2)","q3(melt_presence)","q3(peridotite)","q3(porosity)","q3(residue_CaO)","q3(residue_FeO)","q3(residue_MgO)","q3(residue_SiO2)","q3(vtkOriginalPointIds)","std(X)","std(Y)","std(Z)","std(id)","std(melt_CaO)","std(melt_FeO)","std(melt_MgO)","std(melt_SiO2)","std(melt_presence)","std(peridotite)","std(porosity)","std(residue_CaO)","std(residue_FeO)","std(residue_MgO)","std(residue_SiO2)","std(vtkOriginalPointIds)","vtkValidPointMask"
9,57151,500,74122,0,5,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,4,900,74122,0,9,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,8,500,74122,0,5,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,4,100,74122,0,1,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,0,250,74122,0,2.5,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,1,700,74122,0,7,1.0738,1.6391,9.2378,9.406,1,0.38215,0.4636,1.6666,4.1753,41.207,28.73,6,273.86,0.0041175,0,2.7386,6.2829e-08,6.2829e-08,0,5.0263e-07,0,0,2.1073e-08,5.2566e-08,0,0,1.0053e-06,2.7386,1
9,58063,500,75317,0,5,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,4,900,75317,0,9,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,8,500,75317,0,5,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,4,100,75317,0,1,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,0,250,75317,0,2.5,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,1,700,75317,0,7,1.0849,1.6525,9.282,9.4773,1,0.38485,0.46706,1.6507,4.1595,41.165,28.643,6,273.86,0.0041175,0,2.7386,6.2829e-08,6.2829e-08,4.7684e-07,4.7684e-07,0,0,2.581e-08,5.9605e-08,0,0,9.5367e-07,2.7386,1
9,59158,500,76746,0,5,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,4,900,76746,0,9,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,8,500,76746,0,5,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,4,100,76746,0,1,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,0,250,76746,0,2.5,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,1,700,76746,0,7,1.0988,1.6692,9.3375,9.565,1,0.38809,0.47127,1.6342,4.1391,41.114,28.546,6,273.86,0.0026042,0,2.7386,6.2829e-08,7.9473e-08,0,5.0263e-07,0,0,1.5707e-08,0,2.3842e-07,0,0,2.7386,1
9,60070,500,77933,0,5,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,4,900,77933,0,9,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,8,500,77933,0,5,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,4,100,77933,0,1,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,0,250,77933,0,2.5,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,1,700,77933,0,7,1.1059,1.6822,9.4016,9.6295,1,0.3908,0.47482,1.62,4.1232,41.055,28.456,6,273.86,0.0041175,0,2.7386,0,0,0,0,0,0,1.4901e-08,8.6604e-08,0,0,0,2.7386,1
9,61165,500,79352,0,5,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,4,900,79352,0,9,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,8,500,79352,0,5,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,4,100,79352,0,1,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,0,250,79352,0,2.5,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,1,700,79352,0,7,1.1233,1.7028,9.4461,9.7271,1,0.39404,0.47914,1.6055,4.1035,41.006,28.367,6,273.86,0.0026042,0,2.7386,0,0,3.1789e-07,4.2053e-07,0,0,1.5707e-08,5.2566e-08,0,0,0,2.7386,1
9,62077,500,80530,0,5,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,4,900,80530,0,9,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,8,500,80530,0,5,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,4,100,80530,0,1,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,0,250,80530,0,2.5,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,1,700,80530,0,7,1.1311,1.7169,9.5156,9.7978,1,0.39675,0.48279,1.6026,4.0905,40.916,28.306,6,273.86,0.0041175,0,2.7386,6.2829e-08,6.2829e-08,4.7684e-07,4.7684e-07,0,0,1.5707e-08,3.9736e-08,0,0,1.0053e-06,2.7386,1
9,63172,500,81939,0,5,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,4,900,81939,0,9,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,8,500,81939,0,5,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,4,100,81939,0,1,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,0,250,81939,0,2.5,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,1,700,81939,0,7,1.1432,1.736,9.5852,9.8872,1,0.4,0.48722,1.5876,4.0715,40.859,28.211,6,273.86,0.003445,0,2.7386,3.9736e-08,6.2829e-08,4.7684e-07,5.0263e-07,0,0,1.3142e-08,3.9736e-08,0,0,0,2.7386,1
9,64085,500,83109,0,5,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,4,900,83109,0,9,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,8,500,83109,0,5,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,4,100,83109,0,1,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,0,250,83109,0,2.5,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,1,700,83109,0,7,1.1535,1.7525,9.6426,9.9618,1,0.40272,0.49095,1.5727,4.0516,40.817,28.125,6,273.86,0.0026042,0,2.7386,5.2566e-08,0,0,0,0,0,0,0,1.5895e-07,0,6.3578e-07,2.7386,1
9,65181,500,84508,0,5,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,4,900,84508,0,9,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,8,500,84508,0,5,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,4,100,84508,0,1,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,0,250,84508,0,2.5,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,1,700,84508,0,7,1.1699,1.7708,9.6961,10.059,1,0.40598,0.49548,1.5533,4.0329,40.77,28.019,6,273.86,0.003445,0,2.7386,6.2829e-08,7.9473e-08,5.0263e-07,5.0263e-07,0,0,2.4835e-08,6.2829e-08,0,0,1.0053e-06,2.7386,1
9,66094,500,85668,0,5,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,4,900,85668,0,9,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,8,500,85668,0,5,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,4,100,85668,0,1,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,0,250,85668,0,2.5,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,1,700,85668,0,7,1.1777,1.7866,9.7608,10.128,1,0.4087,0.49928,1.5357,4.0119,40.72,27.919,6,273.86,0.0039062,0,2.7386,1.1062e-07,1.46e-07,5.0263e-07,7.9473e-07,0,1.5707e-08,2.7655e-08,6.2829e-08,2.5132e-07,0,9.5367e-07,2.7386,1
9,67007,500,86824,0,5,1.1886,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,4,900,86824,0,9,1.1886,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,8,500,86824,0,5,1.1885,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,4,100,86824,0,1,1.1885,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,0,250,86824,0,2.5,1.1885,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,1,700,86824,0,7,1.1886,1.8009,9.8191,10.205,1,0.41142,0.50311,1.5235,3.9958,40.657,27.834,6,273.86,0.003445,0,2.7386,5.9605e-08,1.1062e-07,5.0263e-07,7.4552e-07,0,0,3.1414e-08,1.46e-07,1.1921e-07,0,9.5367e-07,2.7386,1
9,68103,500,88205,0,5,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,4,900,88205,0,9,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,8,500,88205,0,5,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,4,100,88205,0,1,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,0,250,88205,0,2.5,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,1,700,88205,0,7,1.2024,1.8207,9.8859,10.299,1,0.41469,0.50776,1.5106,3.9759,40.577,27.736,6,273.86,0.0041175,0,2.7386,3.9736e-08,1.1062e-07,5.0263e-07,5.0263e-07,0,1.3142e-08,3.1414e-08,9.9341e-08,1.0513e-07,0,1.0053e-06,2.7386,1
9,69016,500,89351,0,5,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,4,900,89351,0,9,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,8,500,89351,0,5,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,4,100,89351,0,1,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,0,250,89351,0,2.5,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,1,700,89351,0,7,1.2128,1.8389,9.9459,10.377,1,0.41742,0.51166,1.5025,3.9574,40.505,27.66,6,273.86,0,0,2.7386,6.2829e-08,6.2829e-08,0,5.0263e-07,0,0,0,5.9605e-08,1.0513e-07,0,0,2.7386,1
9,70111,500,90719,0,5,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,4,900,90719,0,9,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,8,500,90719,0,5,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,4,100,90719,0,1,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,0,250,90719,0,2.5,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,1,700,90719,0,7,1.2231,1.8584,10.027,10.465,1,0.42069,0.51637,1.4883,3.9341,40.423,27.555,6,273.86,0.0026042,0,2.7386,0,0,0,4.7684e-07,0,0,0,6.2829e-08,0,0,0,2.7386,1
9,71024,500,91854,0,5,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,4,900,91854,0,9,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,8,500,91854,0,5,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,4,100,91854,0,1,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,0,250,91854,0,2.5,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,1,700,91854,0,7,1.2379,1.8761,10.065,10.548,1,0.42343,0.52032,1.466,3.9115,40.398,27.448,6,273.86,0.003445,0,2.7386,6.2829e-08,0,0,0,0,1.4901e-08,0,0,0,0,0,2.7386,1
9,72119,500,93209,0,5,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,4,900,93209,0,9,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,8,500,93209,0,5,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,4,100,93209,0,1,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,0,250,93209,0,2.5,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,1,700,93209,0,7,1.2484,1.8923,10.145,10.635,1,0.42671,0.52509,1.4482,3.8893,40.316,27.33,6,273.86,0.0041175,0,2.7386,0,6.2829e-08,0,4.7684e-07,0,0,2.6283e-08,3.9736e-08,0,0,0,2.7386,1
9,73032,500,94333,0,5,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,4,900,94333,0,9,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,8,500,94333,0,5,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,4,100,94333,0,1,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,0,250,94333,0,2.5,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,1,700,94333,0,7,1.2611,1.9083,10.199,10.717,1,0.42945,0.52909,1.4349,3.8725,40.259,27.243,6,273.86,0.003445,0,2.7386,0,0,0,0,0,0,0,5.2566e-08,1.2566e-07,0,0,2.7386,1
9,74125,500,95674,0,5,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,4,900,95674,0,9,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,8,500,95674,0,5,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,4,100,95674,0,1,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,0,250,95674,0,2.5,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,1,700,95674,0,7,1.2741,1.9302,10.272,10.812,1,0.43274,0.53391,1.4228,3.849,40.178,27.146,6,273.86,0.0026042,0,2.7386,0,0,0,0,0,1.4901e-08,0,5.2566e-08,0,0,0,2.7386,1
9,75034,500,96784,0,5,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,4,900,96784,0,9,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,8,500,96784,0,5,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,4,100,96784,0,1,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,0,250,96784,0,2.5,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,1,700,96784,0,7,1.2851,1.9441,10.338,10.893,1,0.43548,0.53793,1.4132,3.8359,40.104,27.067,6,273.86,0.0041175,0,2.7386,0,0,0,5.0263e-07,0,1.4901e-08,0,5.2566e-08,0,0,8.4106e-07,2.7386,1
9,76124,500,98108,0,5,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,4,900,98108,0,9,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,8,500,98108,0,5,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,4,100,98108,0,1,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,0,250,98108,0,2.5,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,1,700,98108,0,7,1.2951,1.9674,10.423,10.984,1,0.43877,0.54278,1.4022,3.8124,40.017,26.97,6,273.86,0.003445,0,2.7386,0,6.2829e-08,0,4.7684e-07,0,0,0,6.2829e-08,0,2.0105e-06,1.0053e-06,2.7386,1
9,77032,500,99205,0,5,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,4,900,99205,0,9,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,8,500,99205,0,5,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,4,100,99205,0,1,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,0,250,99205,0,2.5,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,1,700,99205,0,7,1.308,1.9849,10.475,11.067,1,0.44151,0.54681,1.3835,3.7926,39.983,26.874,6,273.86,0.003445,0,2.7386,6.2829e-08,9.319e-08,4.7684e-07,4.2053e-07,0,0,0,6.2829e-08,7.9473e-08,0,0,2.7386,1
9,78119,500,1.0051e+05,0,5,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,4,900,1.0051e+05,0,9,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,8,500,1.0051e+05,0,5,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,4,100,1.0051e+05,0,1,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,0,250,1.0051e+05,0,2.5,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,1,700,1.0051e+05,0,7,1.3211,2.0043,10.552,11.163,1,0.4448,0.55167,1.3651,3.7718,39.93,26.769,6,273.86,0.0041175,0,2.7386,6.2829e-08,1.2566e-07,5.0263e-07,0,0,0,0,5.9605e-08,1.2566e-07,0,0,2.7386,1
9,79023,500,1.016e+05,0,5,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,4,900,1.016e+05,0,9,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,8,500,1.016e+05,0,5,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,4,100,1.016e+05,0,1,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,0,250,1.016e+05,0,2.5,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,1,700,1.016e+05,0,7,1.333,2.0214,10.614,11.247,1,0.44754,0.55574,1.3574,3.7565,39.857,26.696,6,273.86,0.0041175,0,2.7386,0,1.2566e-07,0,0,0,0,0,0,0,0,0,2.7386,1
9,80107,500,1.0289e+05,0,5,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,4,900,1.0289e+05,0,9,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,8,500,1.0289e+05,0,5,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,4,100,1.0289e+05,0,1,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,0,250,1.0289e+05,0,2.5,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,1,700,1.0289e+05,0,7,1.3429,2.0452,10.7,11.338,1,0.45083,0.56061,1.346,3.7311,39.773,26.599,6,273.86,0.0026042,0,2.7386,0,0,0,0,0,1.4901e-08,0,0,0,0,0,2.7386,1
