"N","Time","avg(T)","avg(X)","avg(Y)","avg(Z)","avg(id)","avg(melt_CaO)","avg(melt_FeO)","avg(melt_MgO)","avg(melt_SiO2)","avg(melt_presence)","avg(p)","avg(peridotite)","avg(porosity)","avg(residue_CaO)","avg(residue_FeO)","avg(residue_MgO)","avg(residue_SiO2)","avg(vtkOriginalPointIds)","max(T)","max(X)","max(Y)","max(Z)","max(id)","max(melt_CaO)","max(melt_FeO)","max(melt_MgO)","max(melt_SiO2)","max(melt_presence)","max(p)","max(peridotite)","max(porosity)","max(residue_CaO)","max(residue_FeO)","max(residue_MgO)","max(residue_SiO2)","max(vtkOriginalPointIds)","med(T)","med(X)","med(Y)","med(Z)","med(id)","med(melt_CaO)","med(melt_FeO)","med(melt_MgO)","med(melt_SiO2)","med(melt_presence)","med(p)","med(peridotite)","med(porosity)","med(residue_CaO)","med(residue_FeO)","med(residue_MgO)","med(residue_SiO2)","med(vtkOriginalPointIds)","min(T)","min(X)","min(Y)","min(Z)","min(id)","min(melt_CaO)","min(melt_FeO)","min(melt_MgO)","min(melt_SiO2)","min(melt_presence)","min(p)","min(peridotite)","min(porosity)","min(residue_CaO)","min(residue_FeO)","min(residue_MgO)","min(residue_SiO2)","min(vtkOriginalPointIds)","q1(T)","q1(X)","q1(Y)","q1(Z)","q1(id)","q1(melt_CaO)","q1(melt_FeO)","q1(melt_MgO)","q1(melt_SiO2)","q1(melt_presence)","q1(p)","q1(peridotite)","q1(porosity)","q1(residue_CaO)","q1(residue_FeO)","q1(residue_MgO)","q1(residue_SiO2)","q1(vtkOriginalPointIds)","q3(T)","q3(X)","q3(Y)","q3(Z)","q3(id)","q3(melt_CaO)","q3(melt_FeO)","q3(melt_MgO)","q3(melt_SiO2)","q3(melt_presence)","q3(p)","q3(peridotite)","q3(porosity)","q3(residue_CaO)","q3(residue_FeO)","q3(residue_MgO)","q3(residue_SiO2)","q3(vtkOriginalPointIds)","std(T)","std(X)","std(Y)","std(Z)","std(id)","std(melt_CaO)","std(melt_FeO)","std(melt_MgO)","std(melt_SiO2)","std(melt_presence)","std(p)","std(peridotite)","std(porosity)","std(residue_CaO)","std(residue_FeO)","std(residue_MgO)","std(residue_SiO2)","std(vtkOriginalPointIds)","vtkValidPointMask"
9,50250,1847.5,500,50250,0,5,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,4,1847.5,900,50250,0,9,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,8,1847.5,500,50250,0,5,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,4,1847.5,100,50250,0,1,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,0,1847.5,250,50250,0,2.5,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,1,1847.5,700,50250,0,7,-2.268e-12,-1.5519e-12,-4.0517e-12,-6.3926e-12,0,2.118e+09,0.34885,-1.6677e-13,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,3.0237e-19,2.2424e-19,5.9164e-19,1.0119e-18,0,0,0,2.5354e-20,0,0,0,0,2.7386,1
9,51250,1847.1,500,51250,0,5,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,4,1847.1,900,51250,0,9,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,8,1847.1,500,51250,0,5,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,4,1847.1,100,51250,0,1,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,0,1847.1,250,51250,0,2.5,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,1,1847.1,700,51250,0,7,4.146e-11,2.8396e-11,7.3657e-11,1.1721e-10,0,2.0874e+09,0.35217,3.0527e-12,2.82,5.88,50.5,38.5,6,0,273.86,0.0020588,0,2.7386,3.6571e-18,2.419e-18,4.9065e-18,9.8131e-18,0,0,0,2.8685e-19,0,0,0,0,2.7386,1
9,52250,1846.7,500,52250,0,5,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,4,1846.7,900,52250,0,9,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,8,1846.7,500,52250,0,5,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,4,1846.7,100,52250,0,1,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,0,1846.7,250,52250,0,2.5,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,1,1846.7,700,52250,0,7,5.3842e-10,3.6603e-10,9.4803e-10,1.5229e-09,0,2.0567e+09,0.35549,3.9594e-11,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,6.2063e-17,4.6259e-17,1.1703e-16,2.077e-16,0,0,0,4.8379e-18,0,0,0,0,2.7386,1
9,53250,1846.3,500,53250,0,5,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,4,1846.3,900,53250,0,9,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,8,1846.3,500,53250,0,5,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,4,1846.3,100,53250,0,1,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,0,1846.3,250,53250,0,2.5,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,1,1846.3,700,53250,0,7,6.442e-09,4.3669e-09,1.1353e-08,1.833e-08,0,2.0261e+09,0.35882,4.7525e-10,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,6.1925e-16,4.9651e-16,1.2385e-15,1.8009e-15,0,0,0,5.6277e-17,0,0,0,0,2.7386,1
9,54250,1845.9,500,54250,0,5,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,4,1845.9,900,54250,0,9,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,8,1845.9,500,54250,0,5,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,4,1845.9,100,54250,0,1,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,0,1845.9,250,54250,0,2.5,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,1,1845.9,700,54250,0,7,2.8974e-08,1.9519e-08,5.1056e-08,8.2831e-08,0,1.9955e+09,0.36216,2.1419e-09,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.8009e-15,1.5384e-15,3.6017e-15,6.9052e-15,0,0,0,1.3343e-16,0,0,0,0,2.7386,1
9,55250,1845.5,500,55250,0,5,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,4,1845.5,900,55250,0,9,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,8,1845.5,500,55250,0,5,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,4,1845.5,100,55250,0,1,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,0,1845.5,250,55250,0,2.5,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,1,1845.5,700,55250,0,7,7.4106e-08,4.9794e-08,1.3125e-07,2.1349e-07,0,1.9649e+09,0.36549,5.5052e-09,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,3.7449e-15,2.5121e-15,6.2664e-15,1.1109e-14,0,0,0,2.3406e-16,0,0,0,0,2.7386,1
9,56250,1845.1,500,56250,0,5,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,4,1845.1,900,56250,0,9,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,8,1845.1,500,56250,0,5,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,4,1845.1,100,56250,0,1,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,0,1845.1,250,56250,0,2.5,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,1,1845.1,700,56250,0,7,1.4306e-07,9.5724e-08,2.5456e-07,4.1509e-07,0,1.9343e+09,0.36884,1.0674e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,4.737e-15,3.7449e-15,1.2533e-14,1.8948e-14,0,0,0,4.6811e-16,0,0,0,0,2.7386,1
9,57250,1844.8,500,57250,0,5,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,4,1844.8,900,57250,0,9,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,8,1844.8,500,57250,0,5,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,4,1844.8,100,57250,0,1,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,0,1844.8,250,57250,0,2.5,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,1,1844.8,700,57250,0,7,2.3593e-07,1.5736e-07,4.2235e-07,6.9025e-07,0,1.9037e+09,0.37219,1.7696e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,9.4739e-15,4.737e-15,1.2533e-14,2.5066e-14,0,0,0,8.8818e-16,0,0,0,0,2.7386,1
9,58250,1844.4,500,58250,0,5,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,4,1844.4,900,58250,0,9,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,8,1844.4,500,58250,0,5,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,4,1844.4,100,58250,0,1,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,0,1844.4,250,58250,0,2.5,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,1,1844.4,700,58250,0,7,3.5125e-07,2.3387e-07,6.3278e-07,1.0364e-06,0,1.8731e+09,0.37554,2.6494e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,9.4739e-15,7.4898e-15,2.8422e-14,3.7896e-14,0,0,0,8.8818e-16,0,0,0,0,2.7386,1
9,59250,1844,500,59250,0,5,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,4,1844,900,59250,0,9,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,8,1844,500,59250,0,5,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,4,1844,100,59250,0,1,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,0,1844,250,59250,0,2.5,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,1,1844,700,59250,0,7,4.8901e-07,3.2475e-07,8.8596e-07,1.4549e-06,0,1.8426e+09,0.37889,3.7082e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.8948e-14,1.4211e-14,1.8948e-14,3.7896e-14,0,0,0,0,0,0,0,0,2.7386,1
9,60250,1843.6,500,60250,0,5,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,4,1843.6,900,60250,0,9,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,8,1843.6,500,60250,0,5,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,4,1843.6,100,60250,0,1,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,0,1843.6,250,60250,0,2.5,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,1,1843.6,700,60250,0,7,6.454e-07,4.2751e-07,1.1763e-06,1.9362e-06,0,1.812e+09,0.38225,4.9207e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,2.5066e-14,1.4211e-14,0,0,0,0,0,1.1842e-15,0,0,0,0,2.7386,1
9,61250,1843.2,500,61250,0,5,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,4,1843.2,900,61250,0,9,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,8,1843.2,500,61250,0,5,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,4,1843.2,100,61250,0,1,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,0,1843.2,250,61250,0,2.5,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,1,1843.2,700,61250,0,7,8.1958e-07,5.4213e-07,1.5022e-06,2.4792e-06,0,1.7815e+09,0.38561,6.2831e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,2.5066e-14,0,0,7.5791e-14,0,0,0,0,0,0,0,0,2.7386,1
9,62250,1842.8,500,62250,0,5,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,4,1842.8,900,62250,0,9,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,8,1842.8,500,62250,0,5,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,4,1842.8,100,62250,0,1,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,0,1842.8,250,62250,0,2.5,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,1,1842.8,700,62250,0,7,1.0118e-06,6.689e-07,1.8671e-06,3.0886e-06,0,1.7509e+09,0.38898,7.8051e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,7.5791e-14,0,0,0,2.3685e-15,0,0,0,0,2.7386,1
9,63250,1842.5,500,63250,0,5,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,4,1842.5,900,63250,0,9,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,8,1842.5,500,63250,0,5,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,4,1842.5,100,63250,0,1,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,0,1842.5,250,63250,0,2.5,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,1,1842.5,700,63250,0,7,1.2196e-06,8.0576e-07,2.2657e-06,3.757e-06,0,1.7204e+09,0.39234,9.4672e-08,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,7.5791e-14,0,0,0,0,2.3685e-15,0,0,0,0,2.7386,1
9,64250,1842.1,500,64250,0,5,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,4,1842.1,900,64250,0,9,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,8,1842.1,500,64250,0,5,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,4,1842.1,100,64250,0,1,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,0,1842.1,250,64250,0,2.5,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,1,1842.1,700,64250,0,7,1.4412e-06,9.523e-07,2.6958e-06,4.4816e-06,0,1.6899e+09,0.39571,1.1261e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,3.7896e-14,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,65250,1841.7,500,65250,0,5,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,4,1841.7,900,65250,0,9,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,8,1841.7,500,65250,0,5,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,4,1841.7,100,65250,0,1,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,0,1841.7,250,65250,0,2.5,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,1,1841.7,700,65250,0,7,1.6719e-06,1.1055e-06,3.1487e-06,5.2481e-06,0,1.6593e+09,0.39908,1.315e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,1.0026e-13,2.0052e-13,0,0,0,6.2664e-15,0,0,0,0,2.7386,1
9,66250,1841.3,500,66250,0,5,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,4,1841.3,900,66250,0,9,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,8,1841.3,500,66250,0,5,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,4,1841.3,100,66250,0,1,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,0,1841.3,250,66250,0,2.5,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,1,1841.3,700,66250,0,7,1.9072e-06,1.2626e-06,3.6159e-06,6.0428e-06,0,1.6288e+09,0.40245,1.5101e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,1.0026e-13,0,0,0,0,0,0,0,0,0,2.7386,1
9,67250,1840.9,500,67250,0,5,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,4,1840.9,900,67250,0,9,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,8,1840.9,500,67250,0,5,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,4,1840.9,100,67250,0,1,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,0,1840.9,250,67250,0,2.5,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,1,1840.9,700,67250,0,7,2.1506e-06,1.4268e-06,4.1099e-06,6.886e-06,0,1.5983e+09,0.40582,1.716e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.1984e-13,5.0131e-14,2.3967e-13,0,0,0,0,0,0,0,0,0,2.7386,1
9,68250,1840.5,500,68250,0,5,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,4,1840.5,900,68250,0,9,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,8,1840.5,500,68250,0,5,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,4,1840.5,100,68250,0,1,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,0,1840.5,250,68250,0,2.5,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,1,1840.5,700,68250,0,7,2.4124e-06,1.6033e-06,4.6468e-06,7.8061e-06,0,1.5678e+09,0.4092,1.9396e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,5.6843e-14,1.5158e-13,0,0,0,0,0,0,0,0,0,2.7386,1
9,69250,1840.2,500,69250,0,5,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,4,1840.2,900,69250,0,9,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,8,1840.2,500,69250,0,5,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,4,1840.2,100,69250,0,1,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,0,1840.2,250,69250,0,2.5,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,1,1840.2,700,69250,0,7,2.6947e-06,1.793e-06,5.2317e-06,8.8135e-06,0,1.5373e+09,0.41257,2.1833e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.1984e-13,5.6843e-14,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,70250,1839.8,500,70250,0,5,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,4,1839.8,900,70250,0,9,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,8,1839.8,500,70250,0,5,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,4,1839.8,100,70250,0,1,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,0,1839.8,250,70250,0,2.5,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,1,1839.8,700,70250,0,7,2.9875e-06,1.9894e-06,5.8419e-06,9.8704e-06,0,1.5068e+09,0.41595,2.4379e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,1.0026e-13,0,0,0,0,0,0,0,0,0,0,2.7386,1
