"N","Time","avg(T)","avg(X)","avg(Y)","avg(Z)","avg(id)","avg(melt_CaO)","avg(melt_FeO)","avg(melt_MgO)","avg(melt_SiO2)","avg(melt_presence)","avg(p)","avg(peridotite)","avg(porosity)","avg(residue_CaO)","avg(residue_FeO)","avg(residue_MgO)","avg(residue_SiO2)","avg(vtkOriginalPointIds)","max(T)","max(X)","max(Y)","max(Z)","max(id)","max(melt_CaO)","max(melt_FeO)","max(melt_MgO)","max(melt_SiO2)","max(melt_presence)","max(p)","max(peridotite)","max(porosity)","max(residue_CaO)","max(residue_FeO)","max(residue_MgO)","max(residue_SiO2)","max(vtkOriginalPointIds)","med(T)","med(X)","med(Y)","med(Z)","med(id)","med(melt_CaO)","med(melt_FeO)","med(melt_MgO)","med(melt_SiO2)","med(melt_presence)","med(p)","med(peridotite)","med(porosity)","med(residue_CaO)","med(residue_FeO)","med(residue_MgO)","med(residue_SiO2)","med(vtkOriginalPointIds)","min(T)","min(X)","min(Y)","min(Z)","min(id)","min(melt_CaO)","min(melt_FeO)","min(melt_MgO)","min(melt_SiO2)","min(melt_presence)","min(p)","min(peridotite)","min(porosity)","min(residue_CaO)","min(residue_FeO)","min(residue_MgO)","min(residue_SiO2)","min(vtkOriginalPointIds)","q1(T)","q1(X)","q1(Y)","q1(Z)","q1(id)","q1(melt_CaO)","q1(melt_FeO)","q1(melt_MgO)","q1(melt_SiO2)","q1(melt_presence)","q1(p)","q1(peridotite)","q1(porosity)","q1(residue_CaO)","q1(residue_FeO)","q1(residue_MgO)","q1(residue_SiO2)","q1(vtkOriginalPointIds)","q3(T)","q3(X)","q3(Y)","q3(Z)","q3(id)","q3(melt_CaO)","q3(melt_FeO)","q3(melt_MgO)","q3(melt_SiO2)","q3(melt_presence)","q3(p)","q3(peridotite)","q3(porosity)","q3(residue_CaO)","q3(residue_FeO)","q3(residue_MgO)","q3(residue_SiO2)","q3(vtkOriginalPointIds)","std(T)","std(X)","std(Y)","std(Z)","std(id)","std(melt_CaO)","std(melt_FeO)","std(melt_MgO)","std(melt_SiO2)","std(melt_presence)","std(p)","std(peridotite)","std(porosity)","std(residue_CaO)","std(residue_FeO)","std(residue_MgO)","std(residue_SiO2)","std(vtkOriginalPointIds)","vtkValidPointMask"
9,71250,1839.4,500,71250,0,5,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,4,1839.4,900,71250,0,9,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,8,1839.4,500,71250,0,5,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,4,1839.4,100,71250,0,1,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,0,1839.4,250,71250,0,2.5,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,1,1839.4,700,71250,0,7,3.2883e-06,2.1902e-06,6.4648e-06,1.0959e-05,0,1.4764e+09,0.41933,2.6995e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,72250,1839,500,72250,0,5,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,4,1839,900,72250,0,9,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,8,1839,500,72250,0,5,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,4,1839,100,72250,0,1,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,0,1839,250,72250,0,2.5,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,1,1839,700,72250,0,7,3.5972e-06,2.3945e-06,7.1007e-06,1.208e-05,0,1.4459e+09,0.4227,2.9682e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.0026e-13,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,73250,1838.7,500,73250,0,5,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,4,1838.7,900,73250,0,9,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,8,1838.7,500,73250,0,5,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,4,1838.7,100,73250,0,1,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,0,1838.7,250,73250,0,2.5,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,1,1838.7,700,73250,0,7,3.9145e-06,2.6031e-06,7.7499e-06,1.3233e-05,0,1.4154e+09,0.42608,3.2442e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,1.498e-14,0,0,0,0,2.7386,1
9,74250,1838.3,500,74250,0,5,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,4,1838.3,900,74250,0,9,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,8,1838.3,500,74250,0,5,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,4,1838.3,100,74250,0,1,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,0,1838.3,250,74250,0,2.5,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,1,1838.3,700,74250,0,7,4.2371e-06,2.8137e-06,8.4061e-06,1.4409e-05,0,1.385e+09,0.42945,3.5248e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,1.5158e-13,0,0,0,0,0,0,1.2533e-14,0,0,0,0,2.7386,1
9,75250,1837.9,500,75250,0,5,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,4,1837.9,900,75250,0,9,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,8,1837.9,500,75250,0,5,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,4,1837.9,100,75250,0,1,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,0,1837.9,250,75250,0,2.5,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,1,1837.9,700,75250,0,7,4.5698e-06,3.0382e-06,9.1207e-06,1.5689e-05,0,1.3545e+09,0.43283,3.8273e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,76250,1837.5,500,76250,0,5,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,4,1837.5,900,76250,0,9,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,8,1837.5,500,76250,0,5,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,4,1837.5,100,76250,0,1,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,0,1837.5,250,76250,0,2.5,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,1,1837.5,700,76250,0,7,4.9147e-06,3.2799e-06,9.9098e-06,1.7099e-05,0,1.3241e+09,0.43621,4.1572e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,9.9341e-09,0,0,0,0,0,2.7386,1
9,77250,1837.2,500,77250,0,5,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,4,1837.2,900,77250,0,9,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,8,1837.2,500,77250,0,5,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,4,1837.2,100,77250,0,1,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,0,1837.2,250,77250,0,2.5,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,1,1837.2,700,77250,0,7,5.2673e-06,3.5286e-06,1.0729e-05,1.8574e-05,0,1.2937e+09,0.43958,4.5003e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,9.5869e-13,0,0,0,0,0,0,0,0,2.7386,1
9,78250,1836.8,500,78250,0,5,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,4,1836.8,900,78250,0,9,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,8,1836.8,500,78250,0,5,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,4,1836.8,100,78250,0,1,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,0,1836.8,250,78250,0,2.5,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,1,1836.8,700,78250,0,7,5.6262e-06,3.784e-06,1.1577e-05,2.0108e-05,0,1.2632e+09,0.44295,4.8556e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,79250,1836.4,500,79250,0,5,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,4,1836.4,900,79250,0,9,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,8,1836.4,500,79250,0,5,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,4,1836.4,100,79250,0,1,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,0,1836.4,250,79250,0,2.5,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,1,1836.4,700,79250,0,7,5.9922e-06,4.0462e-06,1.2456e-05,2.171e-05,0,1.2328e+09,0.44633,5.2244e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,80250,1836,500,80250,0,5,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,4,1836,900,80250,0,9,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,8,1836,500,80250,0,5,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,4,1836,100,80250,0,1,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,0,1836,250,80250,0,2.5,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,1,1836,700,80250,0,7,6.3657e-06,4.3168e-06,1.3368e-05,2.3382e-05,0,1.2024e+09,0.4497,5.6076e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,81250,1835.7,500,81250,0,5,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,4,1835.7,900,81250,0,9,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,8,1835.7,500,81250,0,5,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,4,1835.7,100,81250,0,1,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,0,1835.7,250,81250,0,2.5,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,1,1835.7,700,81250,0,7,6.7436e-06,4.5929e-06,1.4307e-05,2.5114e-05,0,1.172e+09,0.45306,6.0024e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,4.0105e-13,0,0,0,0,0,0,0,0,0,2.7386,1
9,82250,1835.3,500,82250,0,5,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,4,1835.3,900,82250,0,9,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,8,1835.3,500,82250,0,5,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,4,1835.3,100,82250,0,1,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,0,1835.3,250,82250,0,2.5,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,1,1835.3,700,82250,0,7,7.1285e-06,4.8767e-06,1.528e-05,2.6921e-05,0,1.1416e+09,0.45643,6.4121e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,83250,1834.9,500,83250,0,5,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,4,1834.9,900,83250,0,9,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,8,1834.9,500,83250,0,5,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,4,1834.9,100,83250,0,1,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,0,1834.9,250,83250,0,2.5,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,1,1834.9,700,83250,0,7,7.5193e-06,5.167e-06,1.6286e-05,2.8802e-05,0,1.1113e+09,0.4598,6.8362e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,2.0052e-13,0,0,0,0,0,0,2.9959e-14,0,0,0,0,2.7386,1
9,84250,1834.6,500,84250,0,5,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,4,1834.6,900,84250,0,9,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,8,1834.6,500,84250,0,5,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,4,1834.6,100,84250,0,1,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,0,1834.6,250,84250,0,2.5,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,1,1834.6,700,84250,0,7,7.9144e-06,5.4634e-06,1.7314e-05,3.074e-05,0,1.0809e+09,0.46316,7.2714e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,85250,1834.2,500,85250,0,5,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,4,1834.2,900,85250,0,9,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,8,1834.2,500,85250,0,5,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,4,1834.2,100,85250,0,1,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,0,1834.2,250,85250,0,2.5,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,1,1834.2,700,85250,0,7,8.3131e-06,5.7607e-06,1.8344e-05,3.2703e-05,0,1.0505e+09,0.46652,7.711e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,86250,1833.8,500,86250,0,5,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,4,1833.8,900,86250,0,9,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,8,1833.8,500,86250,0,5,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,4,1833.8,100,86250,0,1,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,0,1833.8,250,86250,0,2.5,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,1,1833.8,700,86250,0,7,8.7146e-06,6.0583e-06,1.9374e-05,3.4686e-05,0,1.0202e+09,0.46988,8.154e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,87250,1833.5,500,87250,0,5,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,4,1833.5,900,87250,0,9,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,8,1833.5,500,87250,0,5,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,4,1833.5,100,87250,0,1,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,0,1833.5,250,87250,0,2.5,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,1,1833.5,700,87250,0,7,9.1189e-06,6.3578e-06,2.0411e-05,3.6701e-05,0,9.898e+08,0.47324,8.6028e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,88250,1833.1,500,88250,0,5,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,4,1833.1,900,88250,0,9,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,8,1833.1,500,88250,0,5,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,4,1833.1,100,88250,0,1,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,0,1833.1,250,88250,0,2.5,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,1,1833.1,700,88250,0,7,9.5343e-06,6.6832e-06,2.1584e-05,3.8978e-05,0,9.5946e+08,0.47659,9.1024e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,0,0,0,0,2.8422e-14,0,0,0,0,2.7386,1
9,89250,1832.7,500,89250,0,5,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,4,1832.7,900,89250,0,9,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,8,1832.7,500,89250,0,5,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,4,1832.7,100,89250,0,1,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,0,1832.7,250,89250,0,2.5,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,1,1832.7,700,89250,0,7,9.9549e-06,7.0172e-06,2.2794e-05,4.1346e-05,0,9.2912e+08,0.47994,9.619e-07,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,0,0,0,1.6042e-12,0,0,0,0,0,0,0,0,2.7386,1
9,90250,1832.4,500,90250,0,5,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,4,1832.4,900,90250,0,9,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,8,1832.4,500,90250,0,5,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,4,1832.4,100,90250,0,1,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,0,1832.4,250,90250,0,2.5,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,1,1832.4,700,90250,0,7,1.0376e-05,7.3537e-06,2.4018e-05,4.3748e-05,0,8.9879e+08,0.48329,1.0142e-06,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,3.0316e-13,0,9.5869e-13,1.819e-12,0,0,0,0,0,0,0,0,2.7386,1
9,91250,1832,500,91250,0,5,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,4,1832,900,91250,0,9,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,8,1832,500,91250,0,5,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,4,1832,100,91250,0,1,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,0,1832,250,91250,0,2.5,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,1,1832,700,91250,0,7,1.0798e-05,7.6894e-06,2.5234e-05,4.6146e-05,0,8.6847e+08,0.48664,1.0664e-06,2.82,5.88,50.5,38.5,6,0,273.86,0.0026042,0,2.7386,0,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
9,92250,1831.6,500,92250,0,5,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,4,1831.6,900,92250,0,9,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,8,1831.6,500,92250,0,5,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,4,1831.6,100,92250,0,1,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,0,1831.6,250,92250,0,2.5,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,1,1831.6,700,92250,0,7,1.122e-05,8.028e-06,2.645e-05,4.8545e-05,0,8.3816e+08,0.48998,1.1187e-06,2.82,5.88,50.5,38.5,6,0,273.86,0,0,2.7386,4.5475e-13,0,0,0,0,0,0,0,0,0,0,0,2.7386,1
